계약날짜,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문,동작구,마포구,서대문,서초구,성동구,성북구,송파구,양천구,영등포,용산구,은평구,종로구,중구 ,중랑구,합계
20070809,7.0,9.0,0.0,9.0,3.0,2.0,9.0,5.0,23.0,19.0,4.0,3.0,5.0,6.0,3.0,3.0,7.0,5.0,6.0,5.0,4.0,4.0,1.0,1.0,3.0,146.0
20070810,6.0,7.0,3.0,11.0,5.0,8.0,15.0,5.0,26.0,9.0,7.0,7.0,3.0,4.0,8.0,6.0,11.0,6.0,6.0,12.0,2.0,10.0,0.0,1.0,6.0,184.0
20070811,9.0,12.0,6.0,11.0,5.0,0.0,11.0,3.0,38.0,16.0,8.0,6.0,9.0,6.0,4.0,7.0,8.0,2.0,6.0,6.0,2.0,5.0,2.0,4.0,7.0,193.0
20070812,2.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,7.0,48.0
20070813,6.0,9.0,4.0,7.0,8.0,1.0,10.0,8.0,35.0,8.0,7.0,7.0,5.0,7.0,5.0,5.0,12.0,6.0,9.0,5.0,3.0,9.0,0.0,4.0,5.0,185.0
20070814,11.0,9.0,3.0,9.0,4.0,1.0,13.0,4.0,28.0,12.0,5.0,2.0,9.0,8.0,9.0,4.0,5.0,4.0,6.0,4.0,2.0,4.0,7.0,1.0,10.0,174.0
20070815,2.0,9.0,6.0,14.0,3.0,1.0,13.0,0.0,33.0,20.0,7.0,7.0,6.0,5.0,2.0,3.0,9.0,2.0,10.0,9.0,2.0,3.0,2.0,1.0,5.0,174.0
20070816,8.0,9.0,7.0,6.0,8.0,2.0,16.0,7.0,37.0,10.0,11.0,7.0,4.0,5.0,3.0,3.0,11.0,4.0,9.0,11.0,1.0,10.0,2.0,2.0,6.0,199.0
20070817,22.0,4.0,5.0,9.0,4.0,2.0,8.0,2.0,14.0,10.0,5.0,5.0,5.0,7.0,1.0,3.0,12.0,5.0,8.0,3.0,3.0,4.0,2.0,1.0,5.0,149.0
20070818,7.0,4.0,1.0,7.0,5.0,3.0,10.0,6.0,33.0,19.0,6.0,5.0,9.0,8.0,8.0,4.0,3.0,2.0,5.0,9.0,4.0,3.0,1.0,1.0,8.0,171.0
20070819,0.0,2.0,4.0,3.0,1.0,0.0,5.0,1.0,6.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,4.0,52.0
20070820,13.0,9.0,3.0,10.0,8.0,3.0,7.0,5.0,36.0,19.0,8.0,13.0,4.0,11.0,5.0,5.0,3.0,12.0,2.0,15.0,3.0,13.0,4.0,0.0,9.0,220.0
20070821,8.0,5.0,5.0,6.0,8.0,1.0,11.0,4.0,27.0,16.0,12.0,3.0,6.0,5.0,5.0,1.0,11.0,6.0,9.0,10.0,2.0,5.0,2.0,2.0,8.0,178.0
20070822,7.0,10.0,5.0,10.0,7.0,1.0,8.0,3.0,35.0,19.0,7.0,6.0,5.0,5.0,1.0,1.0,11.0,15.0,4.0,5.0,3.0,5.0,0.0,0.0,4.0,177.0
20070823,7.0,7.0,2.0,8.0,6.0,3.0,6.0,3.0,36.0,6.0,4.0,5.0,7.0,8.0,5.0,3.0,9.0,4.0,6.0,5.0,3.0,6.0,1.0,3.0,5.0,158.0
20070824,6.0,3.0,3.0,10.0,3.0,6.0,5.0,3.0,22.0,12.0,4.0,3.0,4.0,7.0,7.0,2.0,3.0,10.0,5.0,7.0,8.0,4.0,3.0,2.0,7.0,149.0
20070825,4.0,4.0,8.0,15.0,6.0,1.0,12.0,9.0,49.0,23.0,3.0,8.0,12.0,8.0,4.0,2.0,11.0,9.0,8.0,7.0,5.0,3.0,1.0,1.0,14.0,227.0
20070826,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,0.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,4.0,45.0
20070827,12.0,8.0,4.0,7.0,8.0,3.0,15.0,5.0,33.0,8.0,5.0,7.0,5.0,12.0,9.0,3.0,9.0,5.0,10.0,5.0,3.0,9.0,1.0,1.0,9.0,196.0
20070828,4.0,6.0,6.0,10.0,7.0,3.0,17.0,2.0,36.0,13.0,7.0,8.0,7.0,5.0,7.0,2.0,11.0,11.0,11.0,4.0,3.0,10.0,1.0,2.0,11.0,204.0
20070829,14.0,4.0,2.0,7.0,9.0,3.0,13.0,5.0,24.0,15.0,8.0,5.0,11.0,4.0,4.0,4.0,9.0,6.0,2.0,4.0,6.0,6.0,1.0,1.0,6.0,173.0
20070830,10.0,6.0,4.0,11.0,8.0,3.0,10.0,4.0,32.0,9.0,5.0,9.0,7.0,11.0,4.0,0.0,6.0,13.0,14.0,6.0,7.0,5.0,0.0,3.0,5.0,192.0
20070831,6.0,4.0,2.0,10.0,6.0,4.0,6.0,6.0,43.0,12.0,5.0,6.0,1.0,7.0,8.0,3.0,14.0,5.0,5.0,6.0,7.0,5.0,2.0,2.0,6.0,181.0
20070901,9.0,7.0,6.0,11.0,2.0,2.0,9.0,5.0,43.0,14.0,10.0,4.0,11.0,4.0,5.0,3.0,5.0,2.0,8.0,11.0,8.0,6.0,1.0,2.0,10.0,198.0
20070902,1.0,2.0,1.0,2.0,3.0,0.0,11.0,3.0,6.0,1.0,3.0,5.0,2.0,4.0,0.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,66.0
20070903,9.0,8.0,3.0,16.0,12.0,6.0,12.0,5.0,43.0,17.0,15.0,6.0,6.0,7.0,9.0,2.0,11.0,13.0,5.0,12.0,0.0,5.0,1.0,1.0,14.0,238.0
20070904,9.0,10.0,2.0,9.0,8.0,3.0,14.0,3.0,43.0,15.0,5.0,5.0,12.0,6.0,6.0,6.0,5.0,7.0,11.0,9.0,5.0,11.0,1.0,5.0,10.0,220.0
20070905,5.0,12.0,5.0,9.0,7.0,2.0,6.0,2.0,34.0,16.0,8.0,4.0,8.0,5.0,3.0,2.0,12.0,11.0,9.0,3.0,7.0,8.0,1.0,2.0,13.0,194.0
20070906,13.0,8.0,3.0,10.0,9.0,1.0,17.0,4.0,30.0,18.0,6.0,5.0,6.0,3.0,1.0,4.0,9.0,8.0,11.0,4.0,4.0,8.0,0.0,2.0,14.0,198.0
20070907,7.0,10.0,3.0,5.0,8.0,9.0,15.0,2.0,25.0,11.0,16.0,3.0,5.0,2.0,6.0,3.0,13.0,12.0,8.0,12.0,8.0,4.0,1.0,3.0,9.0,200.0
20070908,6.0,7.0,7.0,11.0,8.0,2.0,16.0,8.0,33.0,18.0,7.0,3.0,5.0,6.0,3.0,6.0,10.0,7.0,10.0,4.0,2.0,3.0,2.0,1.0,8.0,193.0
20070909,0.0,4.0,2.0,2.0,3.0,0.0,4.0,2.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,5.0,0.0,0.0,9.0,57.0
20070910,9.0,10.0,2.0,18.0,5.0,6.0,14.0,7.0,47.0,22.0,13.0,6.0,11.0,1.0,5.0,7.0,4.0,8.0,2.0,14.0,5.0,11.0,3.0,3.0,10.0,243.0
20070911,9.0,6.0,7.0,15.0,2.0,6.0,21.0,8.0,32.0,18.0,6.0,12.0,6.0,13.0,6.0,7.0,13.0,6.0,4.0,7.0,3.0,2.0,1.0,5.0,12.0,227.0
20070912,7.0,10.0,3.0,6.0,3.0,2.0,20.0,4.0,42.0,19.0,11.0,8.0,7.0,6.0,7.0,8.0,8.0,5.0,5.0,6.0,3.0,7.0,1.0,2.0,7.0,207.0
20070913,11.0,6.0,5.0,14.0,7.0,0.0,15.0,9.0,30.0,16.0,8.0,3.0,6.0,4.0,6.0,1.0,3.0,9.0,8.0,6.0,6.0,7.0,0.0,1.0,14.0,195.0
20070914,8.0,5.0,5.0,6.0,5.0,3.0,7.0,2.0,31.0,12.0,7.0,5.0,6.0,6.0,5.0,3.0,3.0,4.0,7.0,8.0,3.0,5.0,0.0,1.0,7.0,154.0
20070915,5.0,10.0,3.0,14.0,7.0,2.0,19.0,8.0,42.0,19.0,6.0,7.0,6.0,8.0,5.0,5.0,10.0,9.0,4.0,6.0,6.0,9.0,0.0,3.0,14.0,227.0
20070916,1.0,1.0,2.0,4.0,3.0,1.0,7.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,4.0,53.0
20070917,8.0,8.0,2.0,13.0,7.0,4.0,11.0,6.0,26.0,13.0,11.0,8.0,3.0,14.0,5.0,9.0,10.0,4.0,7.0,9.0,2.0,4.0,1.0,2.0,10.0,197.0
20070918,6.0,7.0,11.0,9.0,7.0,3.0,6.0,3.0,25.0,15.0,4.0,4.0,6.0,7.0,3.0,1.0,12.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,8.0,156.0
20070919,5.0,7.0,5.0,12.0,2.0,1.0,7.0,2.0,20.0,7.0,7.0,4.0,5.0,6.0,2.0,5.0,10.0,5.0,7.0,5.0,5.0,5.0,3.0,4.0,5.0,146.0
20070920,11.0,7.0,5.0,12.0,5.0,3.0,10.0,1.0,27.0,5.0,8.0,2.0,6.0,14.0,6.0,7.0,11.0,14.0,13.0,6.0,6.0,5.0,1.0,1.0,6.0,192.0
20070921,14.0,5.0,3.0,10.0,4.0,3.0,12.0,2.0,20.0,8.0,4.0,5.0,8.0,4.0,10.0,4.0,3.0,15.0,5.0,5.0,8.0,4.0,0.0,0.0,2.0,158.0
20070922,0.0,4.0,2.0,7.0,4.0,2.0,6.0,0.0,14.0,7.0,4.0,4.0,2.0,6.0,1.0,3.0,5.0,3.0,7.0,5.0,1.0,3.0,1.0,3.0,6.0,100.0
20070923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0
20070924,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
20070925,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
20070926,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0
20070927,4.0,2.0,5.0,8.0,2.0,0.0,5.0,3.0,14.0,8.0,5.0,4.0,6.0,8.0,5.0,6.0,10.0,10.0,9.0,3.0,1.0,2.0,0.0,0.0,7.0,127.0
20070928,7.0,11.0,4.0,11.0,6.0,2.0,1.0,3.0,29.0,15.0,5.0,4.0,5.0,7.0,8.0,3.0,8.0,3.0,7.0,4.0,2.0,3.0,0.0,2.0,5.0,155.0
20070929,4.0,11.0,4.0,14.0,6.0,1.0,15.0,4.0,42.0,21.0,7.0,10.0,9.0,8.0,10.0,3.0,9.0,12.0,6.0,11.0,2.0,7.0,1.0,3.0,10.0,230.0
20070930,4.0,7.0,5.0,5.0,5.0,0.0,13.0,3.0,8.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,5.0,98.0
20071001,6.0,10.0,6.0,13.0,9.0,5.0,14.0,4.0,38.0,10.0,14.0,5.0,10.0,12.0,13.0,3.0,10.0,7.0,12.0,10.0,6.0,5.0,3.0,3.0,15.0,243.0
20071002,12.0,13.0,5.0,8.0,7.0,1.0,13.0,8.0,24.0,12.0,13.0,10.0,6.0,8.0,15.0,4.0,5.0,16.0,7.0,8.0,8.0,7.0,3.0,3.0,12.0,228.0
20071003,6.0,14.0,5.0,19.0,12.0,0.0,18.0,7.0,48.0,27.0,10.0,4.0,3.0,9.0,5.0,2.0,10.0,17.0,9.0,9.0,7.0,6.0,1.0,2.0,9.0,259.0
20071004,17.0,15.0,1.0,11.0,9.0,3.0,10.0,5.0,40.0,19.0,5.0,2.0,8.0,7.0,9.0,6.0,9.0,10.0,8.0,10.0,6.0,6.0,4.0,1.0,11.0,232.0
20071005,18.0,4.0,6.0,32.0,5.0,2.0,14.0,8.0,41.0,9.0,12.0,7.0,13.0,9.0,9.0,4.0,11.0,10.0,8.0,8.0,8.0,8.0,3.0,2.0,10.0,261.0
20071006,8.0,11.0,8.0,6.0,7.0,5.0,21.0,6.0,59.0,19.0,7.0,10.0,11.0,10.0,7.0,2.0,15.0,10.0,9.0,8.0,2.0,6.0,1.0,2.0,11.0,261.0
20071007,0.0,2.0,3.0,4.0,8.0,0.0,7.0,0.0,9.0,3.0,4.0,1.0,5.0,3.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,6.0,67.0
20071008,12.0,9.0,3.0,13.0,11.0,5.0,21.0,26.0,30.0,10.0,10.0,11.0,10.0,8.0,10.0,4.0,7.0,7.0,10.0,20.0,5.0,11.0,3.0,3.0,11.0,270.0
20071009,6.0,10.0,5.0,21.0,11.0,3.0,14.0,3.0,46.0,19.0,16.0,5.0,10.0,5.0,8.0,1.0,6.0,14.0,9.0,7.0,1.0,11.0,2.0,0.0,8.0,241.0
20071010,15.0,13.0,6.0,22.0,4.0,3.0,14.0,10.0,49.0,18.0,14.0,7.0,7.0,11.0,4.0,5.0,11.0,10.0,10.0,7.0,5.0,7.0,2.0,4.0,10.0,268.0
20071011,10.0,7.0,3.0,10.0,4.0,4.0,10.0,7.0,33.0,12.0,9.0,6.0,5.0,9.0,2.0,4.0,9.0,9.0,14.0,6.0,4.0,7.0,2.0,5.0,8.0,199.0
20071012,8.0,9.0,7.0,16.0,9.0,1.0,10.0,4.0,34.0,18.0,10.0,8.0,6.0,6.0,3.0,6.0,9.0,10.0,8.0,9.0,2.0,6.0,0.0,3.0,10.0,212.0
20071013,14.0,10.0,5.0,9.0,9.0,3.0,8.0,8.0,38.0,13.0,7.0,3.0,10.0,9.0,8.0,5.0,11.0,4.0,9.0,9.0,4.0,6.0,2.0,2.0,15.0,221.0
20071014,0.0,2.0,1.0,4.0,3.0,1.0,7.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,7.0,1.0,4.0,8.0,0.0,2.0,0.0,0.0,5.0,62.0
20071015,16.0,11.0,5.0,17.0,7.0,2.0,17.0,2.0,53.0,14.0,8.0,14.0,8.0,5.0,11.0,2.0,16.0,14.0,15.0,11.0,5.0,7.0,2.0,1.0,9.0,272.0
20071016,6.0,4.0,11.0,12.0,10.0,2.0,12.0,8.0,42.0,15.0,8.0,5.0,7.0,13.0,7.0,4.0,9.0,5.0,8.0,10.0,3.0,6.0,3.0,0.0,5.0,215.0
20071017,11.0,8.0,18.0,8.0,10.0,5.0,13.0,6.0,39.0,17.0,11.0,8.0,11.0,8.0,6.0,1.0,7.0,11.0,6.0,7.0,3.0,2.0,3.0,6.0,7.0,232.0
20071018,9.0,10.0,8.0,13.0,5.0,1.0,11.0,6.0,50.0,17.0,7.0,12.0,5.0,11.0,8.0,3.0,9.0,7.0,14.0,8.0,2.0,1.0,1.0,1.0,6.0,225.0
20071019,9.0,12.0,7.0,13.0,2.0,5.0,8.0,4.0,36.0,9.0,8.0,5.0,12.0,9.0,10.0,4.0,9.0,7.0,7.0,7.0,7.0,4.0,1.0,0.0,12.0,207.0
20071020,15.0,15.0,8.0,13.0,7.0,4.0,10.0,7.0,60.0,19.0,9.0,11.0,5.0,6.0,4.0,6.0,12.0,8.0,7.0,10.0,2.0,6.0,0.0,0.0,13.0,257.0
20071021,0.0,5.0,0.0,5.0,5.0,0.0,7.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,3.0,67.0
20071022,6.0,9.0,9.0,13.0,5.0,3.0,14.0,9.0,42.0,17.0,13.0,8.0,8.0,4.0,6.0,9.0,15.0,14.0,5.0,13.0,3.0,7.0,3.0,4.0,5.0,244.0
20071023,8.0,12.0,11.0,14.0,9.0,5.0,9.0,8.0,40.0,17.0,6.0,7.0,9.0,5.0,4.0,4.0,15.0,4.0,10.0,7.0,6.0,6.0,3.0,2.0,9.0,230.0
20071024,11.0,13.0,5.0,14.0,2.0,2.0,11.0,5.0,40.0,19.0,8.0,5.0,8.0,7.0,6.0,7.0,9.0,10.0,6.0,10.0,1.0,3.0,1.0,1.0,14.0,218.0
20071025,6.0,8.0,8.0,11.0,6.0,1.0,14.0,6.0,49.0,16.0,7.0,4.0,6.0,11.0,10.0,4.0,5.0,5.0,8.0,12.0,1.0,9.0,1.0,2.0,4.0,214.0
20071026,6.0,8.0,8.0,14.0,4.0,0.0,15.0,7.0,33.0,15.0,5.0,6.0,3.0,7.0,9.0,3.0,11.0,11.0,3.0,7.0,0.0,1.0,1.0,1.0,6.0,184.0
20071027,12.0,10.0,3.0,6.0,4.0,2.0,7.0,2.0,52.0,21.0,8.0,9.0,8.0,4.0,6.0,2.0,7.0,5.0,4.0,17.0,5.0,2.0,0.0,2.0,13.0,211.0
20071028,0.0,5.0,3.0,4.0,4.0,0.0,0.0,1.0,7.0,4.0,5.0,0.0,3.0,1.0,1.0,3.0,4.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,2.0,57.0
20071029,8.0,14.0,5.0,9.0,8.0,3.0,9.0,4.0,47.0,12.0,12.0,4.0,7.0,14.0,7.0,6.0,15.0,8.0,5.0,7.0,3.0,9.0,5.0,4.0,12.0,237.0
20071030,11.0,14.0,13.0,14.0,8.0,6.0,17.0,5.0,37.0,19.0,12.0,7.0,7.0,7.0,8.0,7.0,8.0,12.0,7.0,6.0,6.0,7.0,3.0,1.0,9.0,251.0
20071031,6.0,8.0,5.0,12.0,7.0,2.0,12.0,6.0,48.0,17.0,10.0,8.0,9.0,7.0,6.0,9.0,9.0,4.0,5.0,8.0,3.0,4.0,1.0,3.0,10.0,219.0
20071101,15.0,7.0,1.0,16.0,5.0,4.0,12.0,5.0,54.0,18.0,11.0,6.0,8.0,5.0,4.0,7.0,12.0,11.0,8.0,6.0,2.0,4.0,3.0,1.0,11.0,236.0
20071102,9.0,2.0,5.0,14.0,8.0,4.0,10.0,8.0,42.0,17.0,8.0,3.0,5.0,1.0,5.0,3.0,10.0,10.0,8.0,10.0,3.0,4.0,3.0,1.0,15.0,208.0
20071103,10.0,7.0,4.0,15.0,6.0,6.0,11.0,8.0,65.0,18.0,11.0,7.0,7.0,9.0,1.0,4.0,13.0,9.0,5.0,15.0,3.0,1.0,1.0,3.0,5.0,244.0
20071104,2.0,3.0,2.0,8.0,5.0,1.0,5.0,1.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,3.0,0.0,0.0,9.0,66.0
20071105,7.0,13.0,5.0,16.0,8.0,4.0,16.0,8.0,48.0,26.0,7.0,6.0,10.0,12.0,10.0,10.0,6.0,8.0,15.0,9.0,5.0,6.0,3.0,1.0,6.0,265.0
20071106,11.0,14.0,4.0,11.0,6.0,1.0,11.0,4.0,52.0,13.0,11.0,4.0,8.0,8.0,4.0,4.0,4.0,9.0,8.0,6.0,6.0,6.0,1.0,4.0,11.0,221.0
20071107,13.0,14.0,2.0,13.0,6.0,2.0,14.0,3.0,27.0,11.0,7.0,3.0,17.0,3.0,1.0,8.0,14.0,7.0,2.0,5.0,4.0,4.0,2.0,2.0,11.0,195.0
20071108,7.0,11.0,1.0,11.0,7.0,1.0,10.0,5.0,32.0,15.0,8.0,5.0,7.0,2.0,11.0,6.0,8.0,5.0,8.0,6.0,4.0,4.0,3.0,3.0,8.0,188.0
20071109,6.0,5.0,3.0,12.0,5.0,4.0,10.0,4.0,37.0,16.0,13.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,6.0,6.0,3.0,3.0,2.0,1.0,5.0,164.0
20071110,8.0,8.0,7.0,10.0,11.0,7.0,10.0,4.0,41.0,20.0,7.0,5.0,14.0,4.0,0.0,5.0,12.0,9.0,9.0,11.0,5.0,6.0,2.0,2.0,14.0,231.0
20071111,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,6.0,2.0,2.0,1.0,0.0,2.0,56.0
20071112,8.0,17.0,6.0,10.0,5.0,3.0,16.0,6.0,27.0,27.0,10.0,9.0,9.0,2.0,14.0,5.0,14.0,11.0,9.0,7.0,4.0,3.0,1.0,0.0,6.0,229.0
20071113,9.0,3.0,6.0,14.0,4.0,1.0,9.0,3.0,43.0,12.0,11.0,9.0,8.0,6.0,9.0,8.0,9.0,4.0,8.0,11.0,5.0,11.0,1.0,1.0,12.0,217.0
20071114,4.0,3.0,4.0,9.0,5.0,2.0,5.0,5.0,40.0,19.0,4.0,2.0,7.0,5.0,4.0,3.0,12.0,1.0,6.0,9.0,2.0,1.0,0.0,3.0,8.0,163.0
20071115,14.0,7.0,5.0,13.0,7.0,2.0,10.0,5.0,40.0,19.0,8.0,7.0,10.0,7.0,10.0,4.0,17.0,7.0,6.0,7.0,3.0,7.0,0.0,1.0,15.0,231.0
20071116,11.0,12.0,4.0,12.0,4.0,3.0,7.0,5.0,32.0,14.0,8.0,3.0,10.0,8.0,7.0,9.0,10.0,7.0,7.0,6.0,5.0,6.0,2.0,4.0,4.0,200.0
20071117,2.0,15.0,3.0,7.0,3.0,3.0,10.0,10.0,48.0,11.0,7.0,9.0,2.0,7.0,5.0,4.0,6.0,8.0,14.0,12.0,2.0,4.0,1.0,0.0,6.0,199.0
20071118,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,6.0,2.0,5.0,2.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,45.0
20071119,15.0,8.0,4.0,12.0,3.0,3.0,7.0,7.0,38.0,20.0,8.0,2.0,5.0,7.0,8.0,3.0,12.0,7.0,9.0,1.0,3.0,7.0,1.0,9.0,8.0,207.0
20071120,10.0,15.0,2.0,15.0,3.0,4.0,13.0,6.0,36.0,12.0,7.0,9.0,10.0,14.0,7.0,5.0,11.0,9.0,6.0,11.0,5.0,9.0,2.0,1.0,14.0,236.0
20071121,12.0,8.0,2.0,9.0,0.0,2.0,7.0,3.0,37.0,6.0,2.0,1.0,4.0,4.0,3.0,8.0,7.0,8.0,9.0,9.0,3.0,7.0,2.0,2.0,6.0,161.0
20071122,9.0,9.0,1.0,12.0,6.0,2.0,9.0,3.0,29.0,9.0,5.0,7.0,3.0,5.0,9.0,5.0,9.0,7.0,6.0,9.0,2.0,4.0,2.0,1.0,9.0,172.0
20071123,15.0,4.0,6.0,9.0,5.0,4.0,6.0,3.0,29.0,9.0,3.0,0.0,5.0,3.0,7.0,2.0,2.0,3.0,12.0,6.0,6.0,8.0,1.0,1.0,4.0,153.0
20071124,7.0,5.0,2.0,5.0,2.0,0.0,8.0,4.0,39.0,6.0,5.0,6.0,6.0,8.0,10.0,8.0,7.0,10.0,11.0,6.0,2.0,2.0,0.0,1.0,9.0,169.0
20071125,4.0,4.0,2.0,3.0,5.0,0.0,7.0,2.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,0.0,2.0,0.0,0.0,3.0,60.0
20071126,7.0,9.0,5.0,10.0,7.0,0.0,8.0,4.0,19.0,12.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,10.0,15.0,1.0,5.0,0.0,1.0,8.0,164.0
20071127,10.0,10.0,6.0,12.0,6.0,3.0,8.0,2.0,35.0,19.0,9.0,2.0,8.0,2.0,5.0,3.0,9.0,5.0,7.0,9.0,4.0,9.0,1.0,3.0,4.0,191.0
20071128,10.0,4.0,3.0,7.0,3.0,2.0,5.0,3.0,35.0,10.0,4.0,5.0,6.0,7.0,3.0,4.0,7.0,7.0,8.0,11.0,2.0,6.0,1.0,1.0,3.0,157.0
20071129,14.0,12.0,0.0,7.0,2.0,2.0,7.0,4.0,31.0,19.0,4.0,6.0,9.0,13.0,10.0,5.0,9.0,9.0,9.0,10.0,0.0,1.0,1.0,1.0,2.0,187.0
20071130,11.0,13.0,3.0,17.0,3.0,1.0,9.0,2.0,42.0,7.0,7.0,7.0,5.0,7.0,10.0,1.0,3.0,11.0,12.0,4.0,2.0,8.0,3.0,5.0,3.0,196.0
20071201,9.0,13.0,3.0,10.0,7.0,3.0,15.0,7.0,51.0,14.0,9.0,5.0,9.0,10.0,3.0,4.0,8.0,7.0,9.0,10.0,2.0,5.0,3.0,1.0,8.0,225.0
20071202,0.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,9.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,6.0,3.0,6.0,1.0,5.0,1.0,1.0,2.0,58.0
20071203,7.0,9.0,4.0,20.0,6.0,6.0,13.0,3.0,44.0,18.0,8.0,2.0,7.0,7.0,6.0,6.0,6.0,9.0,6.0,7.0,3.0,7.0,2.0,1.0,5.0,212.0
20071204,9.0,6.0,2.0,6.0,5.0,4.0,12.0,2.0,38.0,9.0,10.0,5.0,4.0,3.0,6.0,7.0,7.0,4.0,3.0,9.0,3.0,8.0,2.0,0.0,6.0,170.0
20071205,6.0,15.0,5.0,6.0,6.0,5.0,10.0,1.0,39.0,13.0,2.0,4.0,6.0,5.0,5.0,3.0,6.0,11.0,8.0,3.0,8.0,6.0,1.0,4.0,5.0,183.0
20071206,13.0,2.0,1.0,9.0,4.0,2.0,5.0,1.0,35.0,13.0,8.0,1.0,6.0,25.0,6.0,6.0,6.0,6.0,8.0,5.0,0.0,5.0,0.0,1.0,6.0,174.0
20071207,4.0,6.0,2.0,8.0,2.0,2.0,3.0,1.0,29.0,15.0,6.0,1.0,4.0,6.0,7.0,2.0,10.0,5.0,8.0,3.0,1.0,4.0,2.0,0.0,6.0,137.0
20071208,3.0,11.0,1.0,11.0,2.0,3.0,14.0,5.0,32.0,12.0,5.0,4.0,10.0,4.0,5.0,8.0,4.0,6.0,5.0,7.0,1.0,4.0,4.0,5.0,6.0,172.0
20071209,1.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,37.0
20071210,7.0,6.0,4.0,17.0,6.0,5.0,10.0,5.0,32.0,15.0,8.0,4.0,7.0,3.0,14.0,9.0,4.0,9.0,3.0,4.0,4.0,6.0,3.0,2.0,5.0,192.0
20071211,9.0,10.0,3.0,8.0,11.0,2.0,10.0,3.0,44.0,18.0,14.0,4.0,8.0,4.0,9.0,8.0,7.0,7.0,6.0,5.0,2.0,4.0,4.0,4.0,5.0,209.0
20071212,11.0,9.0,2.0,9.0,11.0,1.0,12.0,5.0,25.0,12.0,11.0,7.0,7.0,3.0,3.0,4.0,2.0,10.0,4.0,7.0,1.0,8.0,0.0,1.0,4.0,169.0
20071213,12.0,5.0,4.0,14.0,6.0,0.0,6.0,4.0,36.0,10.0,6.0,10.0,6.0,6.0,7.0,3.0,8.0,7.0,3.0,8.0,5.0,2.0,0.0,2.0,13.0,183.0
20071214,12.0,6.0,1.0,17.0,9.0,3.0,5.0,4.0,36.0,13.0,9.0,5.0,8.0,3.0,9.0,3.0,8.0,8.0,9.0,5.0,2.0,5.0,0.0,1.0,3.0,184.0
